,U00214,U12942,U12971,U14881,U14903,U14908,U14913,U14949,U14989,U15243,U15747,U15826,U15827,U15828,U15954,U15956,U15958,U15959,U15961,U15962,U15963,U15964,U15966,U15967,U15969,U15971,U15977,U16053,U16059,U16072,U16080,U16117,U16132,U16288,U16291,U16326,U16329,U16330,U16332,U16335,U16339,U16342,U16345,U16346,U16348,U16349,U16350,U16355,U16366,U16367,U16369,U16370,U16371,U16372,U16373,U16374,U16376,U16377,U16378,U16379,U16381,U16383,U16384,U16385,U16386,U16388,U16389,U16404,U16409,U16564,U16609,U16688
P46584,"0,666667","0,142857","0,133333","0,000000","0,000000","0,043478","0,000000","0,000000","0,000000","0,000000","0,125000","0,000000","0,000000","0,000000","0,000000","1,000000","1,000000","0,000000","0,000000","0,166667","0,000000","0,000000","0,000000","0,000000","0,000000","0,142857","0,333333","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,250000","0,000000","0,000000","0,500000","0,000000","0,000000","0,500000","0,200000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,142857","0,333333","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,200000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000"
P42672,"1,000000","1,000000","1,000000","0,000000","0,000000","0,200000","0,666667","0,000000","0,000000","0,500000","1,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,500000","1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","1,000000","0,500000","0,000000","0,000000","1,000000","1,000000","0,500000","1,000000","0,000000","0,000000","0,000000","0,000000","0,333333","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","1,000000","1,000000","0,666667","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000"
P15695,"1,000000","0,200000","1,000000","0,000000","0,000000","0,066667","0,285714","0,000000","0,000000","0,125000","1,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,250000","0,000000","1,000000","0,250000","0,000000","0,000000","0,200000","0,111111","0,250000","0,166667","0,000000","1,000000","0,000000","0,111111","0,250000","0,000000","0,000000","0,000000","0,000000","0,333333","0,500000","0,000000","0,500000","0,333333","0,500000","0,000000","0,000000","0,000000","0,111111","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,153846","0,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,333333","0,000000","0,000000","0,000000","0,285714","0,000000","0,000000","0,000000"
P89872,"0,666667","0,500000","0,500000","0,000000","1,000000","0,666667","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,000000","0,500000","0,000000","1,000000","1,000000","1,000000","1,000000","0,250000","0,000000","0,333333","0,500000","0,200000","0,250000","1,000000","1,000000","1,000000","0,166667","1,000000","0,333333","0,222222","0,000000","0,000000","0,000000","0,333333","1,000000","0,000000","0,500000","1,000000","1,000000","0,166667","1,000000","1,000000","0,000000","1,000000","0,333333","1,000000","1,000000","0,000000","0,000000","0,000000","0,333333","0,000000","1,000000","0,000000","0,250000","0,000000","0,000000","0,000000","1,000000","0,000000","1,000000","1,000000","0,250000","0,000000","0,333333","0,000000","1,000000","0,000000","1,000000","0,000000"
P37257,"1,000000","0,500000","1,000000","0,000000","0,000000","1,000000","0,500000","0,500000","1,000000","0,111111","1,000000","1,000000","0,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","0,500000","0,500000","0,250000","1,000000","1,000000","0,500000","0,000000","0,000000","0,000000","1,000000","0,666667","1,000000","0,500000","0,250000","1,000000","0,000000","1,000000","0,000000","0,000000","1,000000","0,500000","1,000000","0,250000","0,000000","0,000000","0,500000","0,000000","0,250000","1,000000","0,500000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000","0,333333","0,000000","0,000000","0,000000","0,333333","0,000000","0,500000","0,000000","1,000000","0,000000"
P87198,"0,750000","0,500000","0,500000","0,000000","0,000000","0,285714","0,500000","0,500000","0,000000","1,000000","0,250000","0,500000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,500000","1,000000","0,000000","0,500000","0,500000","1,000000","1,000000","1,000000","1,000000","0,500000","0,500000","0,000000","0,500000","0,250000","0,000000","0,000000","0,000000","1,000000","0,500000","0,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,500000","0,000000","0,000000","1,000000","1,000000","0,200000","0,000000","0,000000","0,000000","0,000000","0,500000","0,250000","0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","1,000000","0,500000","1,000000","0,000000","0,500000","0,000000","0,500000","0,000000","0,000000","0,000000"
P39308,"0,500000","0,500000","0,500000","0,000000","0,000000","0,333333","0,333333","0,000000","1,000000","0,500000","0,200000","1,000000","0,000000","1,000000","0,000000","0,000000","0,333333","0,000000","0,000000","1,000000","0,000000","0,000000","0,142857","0,500000","0,500000","0,333333","0,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,500000","0,000000","0,200000","0,000000","1,000000","0,500000","0,000000","0,000000","0,500000","0,500000","1,000000","0,000000","0,000000","0,000000","0,000000","0,250000","0,333333","0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,200000","0,000000","0,000000","0,000000"
P21281,"0,300000","0,333333","0,111111","0,000000","0,090909","0,166667","0,000000","0,000000","0,000000","0,500000","0,200000","0,000000","0,000000","0,000000","0,000000","0,000000","0,250000","0,000000","0,000000","1,000000","0,000000","0,500000","0,071429","0,200000","0,200000","0,125000","0,200000","0,000000","0,000000","0,111111","0,000000","0,333333","0,000000","0,000000","0,000000","0,333333","0,111111","0,000000","1,000000","0,166667","0,250000","0,000000","0,000000","0,000000","0,000000","0,142857","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,100000","0,000000","0,333333","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,333333","0,000000","0,000000","0,000000","0,333333","0,000000","0,000000","0,000000"
P88790,"1,000000","1,000000","1,000000","0,500000","0,500000","0,666667","1,000000","1,000000","0,000000","0,333333","1,000000","0,500000","1,000000","0,500000","1,000000","1,000000","0,500000","0,200000","0,500000","1,000000","0,000000","1,000000","1,000000","0,333333","1,000000","1,000000","0,333333","0,333333","0,333333","0,500000","1,000000","0,600000","0,000000","0,000000","0,000000","1,000000","0,333333","1,000000","0,500000","0,333333","0,200000","0,333333","0,500000","0,250000","0,166667","0,500000","1,000000","0,500000","0,333333","1,000000","0,000000","1,000000","0,200000","1,000000","1,000000","0,333333","1,000000","0,000000","1,000000","0,000000","0,500000","1,000000","1,000000","0,200000","0,142857","1,000000","0,500000","0,000000","1,000000","0,000000","1,000000","0,000000"
P24381,"0,500000","0,200000","1,000000","0,000000","1,000000","1,000000","0,250000","0,000000","0,000000","0,500000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,333333","0,000000","1,000000","1,000000","0,000000","1,000000","1,000000","0,500000","0,500000","1,000000","1,000000","0,000000","1,000000","0,500000","1,000000","0,250000","0,000000","0,000000","0,000000","1,000000","0,500000","0,000000","1,000000","0,500000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,000000","0,250000","0,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","0,000000","0,000000","0,000000","0,000000","0,166667","1,000000","0,000000","1,000000","1,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,000000"
P93157,"1,000000","0,083333","0,166667","0,000000","0,000000","0,100000","1,000000","0,000000","0,000000","0,250000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,166667","0,000000","1,000000","1,000000","1,000000","0,250000","1,000000","1,000000","0,000000","0,500000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,250000","0,500000","0,000000","0,000000","0,000000","0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","1,000000","0,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,000000"
P71649,"1,000000","1,000000","1,000000","0,000000","1,000000","0,166667","0,333333","0,000000","0,000000","0,500000","1,000000","1,000000","0,000000","0,000000","1,000000","0,000000","0,500000","0,000000","1,000000","1,000000","0,000000","0,500000","0,200000","1,000000","0,125000","1,000000","1,000000","1,000000","0,333333","1,000000","0,500000","1,000000","0,000000","0,000000","0,000000","1,000000","1,000000","0,000000","1,000000","0,500000","1,000000","1,000000","0,000000","1,000000","0,500000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,500000","0,500000","0,500000","1,000000","0,333333","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,500000","0,000000","0,000000","0,000000"
P59652,"1,000000","0,250000","0,222222","0,000000","0,000000","0,333333","1,000000","0,000000","0,000000","0,500000","0,333333","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","1,000000","0,142857","0,000000","0,333333","0,250000","1,000000","0,500000","0,500000","0,250000","1,000000","0,250000","0,500000","1,000000","1,000000","0,000000","0,000000","0,000000","0,333333","0,500000","0,000000","0,500000","0,500000","0,000000","1,000000","0,000000","0,000000","0,250000","0,250000","0,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","0,250000","0,500000","0,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000","1,000000","1,000000","0,500000","0,000000","0,166667","0,000000","0,000000","0,000000"
P99541,"1,000000","1,000000","0,500000","0,000000","1,000000","0,250000","1,000000","0,000000","0,000000","1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","0,333333","0,000000","0,500000","1,000000","0,000000","1,000000","0,500000","0,500000","0,333333","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,333333","0,000000","1,000000","1,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,500000","1,000000","0,500000","1,000000","1,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000"
P98458,"1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","0,333333","0,000000","0,000000","1,000000","0,500000","1,000000","0,000000","0,000000","1,000000","0,500000","1,000000","0,333333","1,000000","1,000000","0,000000","0,333333","0,500000","0,500000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,250000","0,000000","1,000000","1,000000","0,500000","0,500000","0,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","0,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,500000","0,500000","1,000000","0,000000","0,250000","0,000000","0,000000","0,000000"
P32954,"1,000000","1,000000","0,500000","0,000000","0,200000","0,333333","0,250000","0,000000","0,000000","1,000000","0,333333","0,000000","0,000000","0,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","0,000000","1,000000","0,500000","0,500000","1,000000","0,333333","0,200000","0,500000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","0,250000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,142857","0,000000","0,000000","0,000000","1,000000","0,333333","1,000000","1,000000","0,200000","0,500000","0,000000","1,000000","0,000000","1,000000","1,000000","0,500000","0,000000","0,500000","1,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000"
P85370,"1,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","1,000000","0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000"
P66529,"1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,125000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000"
P43557,"0,500000","0,200000","0,333333","0,000000","0,000000","0,200000","0,250000","0,000000","0,333333","1,000000","0,250000","0,000000","0,000000","0,500000","0,500000","0,333333","0,250000","0,000000","0,000000","0,500000","0,000000","0,000000","0,166667","0,090909","0,333333","0,000000","0,000000","0,000000","0,250000","0,500000","0,200000","0,000000","0,000000","0,000000","0,000000","0,500000","0,250000","1,000000","1,000000","0,125000","0,166667","0,000000","0,000000","0,500000","0,000000","0,250000","0,000000","0,333333","0,000000","0,333333","0,000000","0,333333","0,000000","0,000000","0,000000","0,200000","0,333333","0,000000","0,333333","0,000000","0,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,200000","0,000000","0,166667","0,000000","0,000000","0,000000"
P67454,"1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","1,000000","0,000000","0,500000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","0,000000","0,500000","1,000000","0,500000","0,333333","0,000000","1,000000","0,500000","1,000000","0,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","0,333333","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000"
P87523,"1,000000","0,333333","0,333333","0,000000","0,000000","0,100000","0,250000","0,333333","0,000000","0,500000","0,500000","1,000000","0,000000","0,000000","0,000000","0,000000","0,666667","0,000000","1,000000","0,250000","0,000000","0,000000","1,000000","0,250000","0,166667","1,000000","0,333333","0,500000","0,250000","1,000000","0,250000","0,500000","0,000000","0,000000","0,000000","1,000000","1,000000","0,000000","0,500000","0,333333","0,000000","0,000000","0,000000","0,000000","0,333333","0,500000","0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,500000","0,000000","0,500000","0,000000","0,500000","0,000000","0,500000","1,000000","0,500000","0,500000","0,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000"
P40593,"0,000000","0,100000","0,200000","0,000000","0,000000","0,000000","0,200000","0,500000","0,000000","0,000000","0,142857","0,000000","0,000000","0,000000","0,000000","0,000000","0,333333","0,000000","0,000000","0,250000","0,750000","0,000000","0,000000","0,333333","0,333333","0,166667","0,000000","0,000000","0,000000","0,100000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,111111","0,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,333333","0,000000","0,000000","0,250000","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","0,333333","0,000000","0,000000","0,000000"
P74753,"0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000"
P95520,"1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,333333","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,142857","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000"
P63888,"0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","1,000000","0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","1,000000","0,000000","0,333333","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000"
P87679,"0,333333","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,500000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,333333","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000"
P96900,"0,000000","0,500000","1,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,500000","0,000000","1,000000","0,000000","1,000000","0,000000","1,000000","1,000000","0,250000","0,500000","1,000000","0,000000","1,000000","0,500000","0,000000","0,200000","1,000000","1,000000","1,000000","0,500000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","1,000000","0,500000","0,000000","0,000000","0,500000","0,500000","0,000000","0,000000","0,500000","0,500000","0,000000","0,000000","0,333333","0,000000","0,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,500000","1,000000","0,500000","0,000000","1,000000","0,000000","0,000000","0,000000"
P98577,"0,000000","0,000000","0,166667","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000"
P60825,"0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000"
P31618,"0,000000","0,200000","0,666667","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000"
P15613,"0,000000","1,000000","0,500000","1,000000","0,250000","1,000000","1,000000","0,500000","1,000000","1,000000","0,500000","1,000000","0,200000","1,000000","0,333333","0,200000","0,250000","0,333333","1,000000","1,000000","1,000000","1,000000","0,100000","1,000000","1,000000","0,333333","1,000000","0,500000","0,333333","1,000000","1,000000","0,500000","0,500000","0,142857","0,000000","1,000000","0,166667","1,000000","1,000000","0,166667","0,142857","0,333333","0,250000","1,000000","0,500000","1,000000","0,500000","1,000000","1,000000","1,000000","0,000000","1,000000","0,500000","0,333333","0,333333","0,333333","1,000000","1,000000","0,166667","0,000000","0,250000","0,250000","1,000000","0,333333","1,000000","0,250000","0,200000","0,200000","1,000000","1,000000","1,000000","0,000000"
P17913,"0,000000","0,250000","1,000000","1,000000","0,200000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,333333","0,333333","0,500000","1,000000","0,500000","1,000000","0,500000","1,000000","1,000000","1,000000","0,333333","1,000000","0,000000","0,000000","1,000000","0,500000","1,000000","1,000000","0,500000","0,250000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,500000","0,500000","0,500000","1,000000","0,500000","1,000000","0,000000","1,000000","0,000000","0,500000","0,250000","1,000000","0,500000","0,166667","0,500000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000"
P61384,"0,000000","0,500000","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","0,000000","0,333333","1,000000","1,000000","0,250000","1,000000","1,000000","1,000000","0,500000","0,500000","0,333333","0,333333","0,500000","0,000000","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","0,250000","0,500000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,500000","0,500000","1,000000","1,000000","0,333333","1,000000","0,000000","0,333333","0,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000"
P39359,"0,000000","1,000000","0,500000","0,000000","0,250000","1,000000","0,333333","0,000000","0,000000","1,000000","1,000000","1,000000","0,000000","0,500000","1,000000","0,500000","0,500000","1,000000","1,000000","1,000000","0,000000","1,000000","0,333333","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,500000","1,000000","0,500000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,500000","0,500000","0,500000","1,000000","1,000000","0,500000","0,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000"
P69977,"0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,500000","1,000000","0,500000","1,000000","1,000000","0,000000","1,000000","0,500000","0,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","1,000000","1,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,333333","1,000000","0,000000","0,000000","1,000000","0,000000","0,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,333333","0,000000","0,000000","1,000000","1,000000","0,500000","0,000000","0,500000","0,000000","0,000000","0,000000"
P86578,"0,000000","0,000000","1,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000"
P33810,"0,000000","0,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000"
