,U00214,U12942,U12971,U14881,U14903,U14908,U14913,U14949,U14989,U15243,U15747,U15826,U15827,U15828,U15954,U15956,U15958,U15959,U15961,U15962,U15963,U15964,U15966,U15967,U15969,U15971,U15977,U16053,U16059,U16072,U16080,U16117,U16132,U16288,U16291,U16326,U16329,U16330,U16332,U16335,U16339,U16342,U16345,U16346,U16348,U16349,U16350,U16355,U16366,U16367,U16369,U16370,U16371,U16372,U16373,U16374,U16376,U16377,U16378,U16379,U16381,U16383,U16384,U16385,U16386,U16388,U16389,U16404,U16409,U16564,U16609,U16688
P25992,"1,000000","0,500000","0,000000","0,000000","0,000000","0,052632","0,076923","0,142857","0,500000","0,000000","0,333333","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,250000","0,000000","0,500000","0,000000","0,000000","0,333333","0,500000","0,166667","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,166667","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,200000","0,000000","0,000000","0,250000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,111111","0,000000","0,000000","0,000000"
P26374,"1,000000","1,000000","1,000000","1,000000","0,000000","0,500000","1,000000","0,750000","0,000000","1,000000","0,500000","0,500000","0,000000","0,500000","0,333333","0,250000","0,166667","0,333333","1,000000","1,000000","0,000000","0,333333","0,200000","0,111111","1,000000","1,000000","1,000000","0,333333","0,200000","0,500000","0,500000","1,000000","1,000000","0,000000","0,000000","1,000000","0,500000","0,000000","0,000000","1,000000","0,333333","0,250000","0,333333","1,000000","0,333333","0,500000","0,500000","0,200000","1,000000","0,000000","0,000000","0,333333","0,500000","0,250000","0,500000","0,400000","1,000000","0,000000","1,000000","0,000000","1,000000","0,333333","1,000000","0,000000","1,000000","0,000000","0,333333","0,000000","0,111111","0,000000","0,000000","0,000000"
P89979,"0,400000","1,000000","1,000000","0,500000","0,000000","1,000000","0,333333","0,200000","0,000000","0,500000","0,200000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,500000","0,000000","0,250000","0,000000","0,333333","0,333333","0,000000","0,000000","0,333333","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,333333","0,333333","0,000000","0,000000","0,500000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","1,000000","1,000000","0,250000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,000000"
P20262,"1,000000","1,000000","0,500000","0,000000","0,000000","0,666667","0,666667","1,000000","0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,333333","0,000000","0,000000","0,500000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,500000","1,000000","0,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","0,333333","0,000000","0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000"
P26492,"1,000000","0,250000","0,333333","0,000000","0,142857","0,333333","0,500000","0,500000","0,000000","1,000000","0,500000","0,000000","0,000000","0,000000","1,000000","0,500000","1,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,500000","0,333333","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,250000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","0,000000","1,000000","0,000000","1,000000","0,500000","1,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","0,333333","0,000000","0,000000","0,000000"
P74859,"0,500000","0,500000","1,000000","0,000000","0,000000","0,090909","0,142857","1,000000","0,000000","0,333333","1,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,142857","0,000000","0,333333","0,000000","0,000000","0,000000","0,500000","0,083333","0,500000","0,200000","0,000000","0,000000","0,500000","0,250000","1,000000","1,000000","0,000000","0,000000","0,500000","0,500000","0,000000","0,500000","1,000000","0,000000","1,000000","1,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,333333","0,400000","1,000000","0,000000","0,000000","0,000000","0,000000","0,333333","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,333333","0,000000","0,000000","0,000000"
P76024,"0,500000","1,000000","1,000000","0,000000","0,250000","0,666667","1,000000","1,000000","0,400000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","0,000000","1,000000","1,000000","0,000000","0,000000","1,000000","0,000000","1,000000","1,000000","0,400000","1,000000","0,000000","1,000000","0,000000","0,000000","1,000000","1,000000","0,000000","1,000000","0,500000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000"
P11916,"0,500000","0,500000","1,000000","0,000000","0,000000","0,500000","0,166667","0,333333","0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,250000","0,000000","1,000000","0,000000","0,000000","0,333333","1,000000","0,111111","0,250000","0,500000","1,000000","0,000000","0,500000","1,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,333333","0,000000","1,000000","0,500000","0,000000","0,000000","0,500000","1,000000","0,000000","0,000000","0,000000","0,500000","1,000000","0,000000","0,000000","1,000000","0,000000","1,000000","0,500000","0,100000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,333333","0,000000","0,500000","0,000000","1,000000","0,000000","0,000000","0,000000"
P46903,"1,000000","0,500000","0,500000","0,000000","0,000000","1,000000","1,000000","0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,200000","0,000000","0,000000","1,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000"
P94857,"0,666667","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,666667","0,000000","0,000000","0,000000","0,200000","0,500000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,333333","0,000000","0,000000","0,000000","0,000000","0,000000","0,333333","1,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,000000"
P84735,"1,000000","0,333333","0,500000","0,000000","0,000000","0,142857","0,250000","0,000000","0,000000","0,250000","0,500000","0,000000","0,000000","0,000000","0,000000","1,000000","0,500000","0,000000","0,000000","1,000000","0,000000","0,000000","0,166667","0,500000","0,000000","0,500000","0,500000","0,500000","0,500000","0,250000","0,500000","0,000000","0,000000","0,000000","0,000000","0,250000","0,250000","0,000000","0,500000","0,250000","0,250000","0,000000","0,333333","0,000000","0,333333","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,250000","0,000000","0,500000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,500000","0,000000","1,000000","0,000000","0,000000","0,000000"
P71310,"1,000000","1,000000","1,000000","1,000000","0,500000","0,250000","0,500000","0,200000","0,333333","1,000000","1,000000","0,500000","0,000000","0,500000","1,000000","1,000000","1,000000","0,250000","1,000000","0,500000","0,000000","0,250000","1,000000","0,166667","1,000000","1,000000","0,500000","1,000000","0,250000","0,333333","1,000000","1,000000","0,250000","0,000000","0,000000","1,000000","0,500000","0,000000","0,000000","1,000000","1,000000","0,333333","1,000000","0,333333","0,333333","0,200000","0,500000","0,500000","0,500000","0,000000","0,000000","0,500000","1,000000","1,000000","1,000000","0,500000","0,500000","0,000000","0,333333","0,000000","1,000000","0,250000","1,000000","0,000000","0,500000","1,000000","0,500000","0,000000","0,166667","0,000000","0,000000","0,000000"
P24301,"1,000000","1,000000","1,000000","0,333333","0,333333","0,400000","1,000000","0,500000","1,000000","1,000000","1,000000","0,250000","0,000000","1,000000","1,000000","1,000000","0,500000","0,333333","1,000000","1,000000","0,000000","1,000000","0,200000","0,250000","1,000000","1,000000","0,250000","0,500000","0,500000","1,000000","1,000000","1,000000","0,125000","0,000000","0,000000","1,000000","0,250000","0,000000","0,000000","0,500000","1,000000","0,666667","1,000000","0,000000","0,500000","1,000000","1,000000","0,333333","1,000000","0,000000","0,000000","0,333333","0,500000","0,250000","1,000000","0,500000","1,000000","0,000000","1,000000","0,000000","1,000000","0,500000","1,000000","0,000000","0,500000","1,000000","1,000000","0,000000","0,250000","0,000000","0,000000","0,000000"
P67268,"1,000000","0,142857","0,142857","0,250000","0,500000","0,250000","0,333333","0,250000","1,000000","0,500000","1,000000","0,250000","0,000000","1,000000","0,500000","1,000000","0,333333","0,000000","1,000000","1,000000","0,000000","0,000000","0,250000","0,333333","0,333333","1,000000","1,000000","0,200000","0,250000","1,000000","0,500000","1,000000","1,000000","0,000000","0,000000","1,000000","0,500000","0,000000","0,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,333333","1,000000","0,333333","1,000000","0,166667","0,000000","0,000000","0,500000","0,333333","0,500000","1,000000","0,500000","1,000000","0,000000","0,500000","0,000000","1,000000","0,500000","1,000000","0,000000","1,000000","0,500000","0,500000","0,000000","0,500000","0,000000","0,000000","0,000000"
P50497,"1,000000","1,000000","1,000000","0,166667","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,333333","1,000000","1,000000","0,666667","0,000000","1,000000","1,000000","0,000000","0,125000","1,000000","0,500000","0,500000","1,000000","1,000000","0,500000","0,333333","1,000000","1,000000","1,000000","0,500000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","1,000000","0,500000","1,000000","1,000000","0,000000","1,000000","0,333333","1,000000","1,000000","0,333333","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","0,000000","1,000000","0,000000","0,333333","0,333333","1,000000","0,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000"
P63414,"0,250000","1,000000","1,000000","1,000000","0,000000","0,052632","1,000000","0,400000","1,000000","1,000000","1,000000","0,333333","0,000000","0,000000","1,000000","0,000000","1,000000","0,000000","0,500000","1,000000","0,000000","1,000000","0,500000","0,500000","0,000000","0,333333","1,000000","0,000000","0,000000","1,000000","1,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,500000","1,000000","0,000000","1,000000","1,000000","0,000000","0,500000","0,250000","1,000000","0,500000","0,000000","0,000000","0,333333","0,000000","1,000000","1,000000","0,500000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,500000","0,500000","0,000000","1,000000","0,000000","0,000000","0,000000"
P11725,"1,000000","1,000000","1,000000","1,000000","1,000000","0,111111","1,000000","0,666667","0,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,250000","1,000000","1,000000","0,250000","1,000000","1,000000","0,000000","0,500000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","0,500000","0,500000","1,000000","1,000000","0,500000","0,000000","0,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","0,500000","1,000000","0,000000","0,333333","1,000000","0,500000","0,333333","1,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,500000","0,500000","0,000000","1,000000","0,000000","1,000000","1,000000","0,500000","0,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000"
P73039,"0,666667","0,000000","1,000000","1,000000","0,000000","1,000000","0,333333","0,500000","0,000000","0,500000","1,000000","1,000000","0,000000","0,500000","0,000000","1,000000","1,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,333333","1,000000","0,500000","1,000000","0,500000","0,500000","1,000000","1,000000","1,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,250000","0,000000","0,000000","0,333333","0,333333","0,200000","1,000000","0,000000","0,500000","0,500000","1,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,500000","0,500000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,000000","0,250000","0,000000","0,000000","0,000000"
P28318,"0,750000","0,500000","1,000000","1,000000","0,333333","0,023256","0,500000","0,300000","0,000000","0,500000","0,500000","1,000000","0,000000","1,000000","0,000000","0,333333","1,000000","0,000000","1,000000","1,000000","0,000000","0,500000","0,250000","0,250000","0,500000","0,500000","1,000000","0,000000","0,333333","1,000000","1,000000","1,000000","0,500000","0,000000","0,000000","0,000000","0,200000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","0,000000","1,000000","0,000000","0,000000","1,000000","1,000000","0,500000","1,000000","0,500000","1,000000","0,000000","1,000000","0,000000","1,000000","0,250000","1,000000","0,000000","1,000000","1,000000","1,000000","0,000000","0,500000","0,000000","0,000000","0,000000"
P73501,"1,000000","1,000000","0,500000","1,000000","1,000000","0,142857","0,333333","1,000000","1,000000","0,333333","1,000000","1,000000","0,000000","0,333333","1,000000","1,000000","0,333333","0,142857","1,000000","0,500000","0,000000","1,000000","1,000000","0,166667","0,125000","0,250000","1,000000","1,000000","0,500000","1,000000","0,166667","0,500000","0,000000","0,000000","0,000000","1,000000","0,333333","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,500000","0,500000","0,500000","0,500000","0,333333","0,142857","0,000000","0,500000","1,000000","0,142857","0,500000","1,000000","1,000000","1,000000","1,000000","0,000000","0,250000","1,000000","0,500000","0,000000","0,250000","0,333333","1,000000","0,000000","0,500000","0,000000","1,000000","0,000000"
P71753,"1,000000","0,500000","1,000000","1,000000","0,500000","0,071429","0,500000","0,200000","0,000000","1,000000","1,000000","0,333333","0,000000","1,000000","0,333333","1,000000","1,000000","1,000000","0,500000","1,000000","0,000000","1,000000","0,500000","1,000000","0,250000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,333333","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","0,000000","1,000000","0,333333","0,250000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","0,333333","1,000000","1,000000","1,000000","0,500000","1,000000","0,500000","0,000000","0,250000","0,000000","1,000000","0,000000"
P61473,"0,428571","0,250000","0,500000","1,000000","0,500000","0,333333","1,000000","1,000000","0,000000","1,000000","0,250000","0,166667","0,000000","0,000000","0,250000","0,333333","0,500000","1,000000","1,000000","1,000000","0,000000","1,000000","0,250000","0,500000","1,000000","0,500000","1,000000","1,000000","1,000000","0,250000","1,000000","1,000000","1,000000","0,000000","0,000000","0,500000","1,000000","0,000000","0,000000","0,500000","0,333333","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,250000","0,000000","0,000000","0,500000","1,000000","0,250000","0,500000","1,000000","0,333333","0,000000","1,000000","0,000000","0,333333","1,000000","0,500000","0,000000","1,000000","0,333333","0,500000","0,000000","0,125000","0,000000","0,000000","0,000000"
P44243,"0,200000","0,000000","0,333333","1,000000","0,000000","0,500000","1,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,200000","1,000000","0,200000","0,000000","0,000000","0,000000","0,000000","0,666667","0,500000","0,000000","0,000000","0,000000","1,000000","0,500000","0,000000","0,000000","1,000000","1,000000","0,000000","0,333333","0,000000","0,000000","0,000000","0,250000","1,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,000000"
P55043,"0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,200000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000"
P89124,"0,666667","0,166667","0,500000","0,000000","0,000000","0,136364","0,400000","0,666667","1,000000","0,000000","1,000000","0,500000","0,000000","0,000000","0,000000","0,500000","1,000000","0,000000","1,000000","0,333333","0,000000","0,250000","0,500000","0,000000","0,666667","0,500000","0,250000","0,500000","0,500000","0,111111","1,000000","0,250000","0,000000","0,333333","0,000000","0,000000","1,000000","0,000000","0,000000","1,000000","0,500000","0,000000","0,200000","1,000000","0,000000","0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,090909","0,000000","0,200000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","1,000000","1,000000","0,000000","0,000000","0,500000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000"
P65538,"0,500000","0,500000","0,000000","0,000000","0,000000","0,083333","0,125000","0,000000","0,000000","0,000000","0,333333","0,000000","0,000000","0,000000","0,000000","0,000000","0,166667","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,200000","0,000000","0,250000","0,142857","0,000000","0,333333","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,250000","0,000000","0,000000","0,000000","0,250000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,111111","1,000000","0,000000","0,333333","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,333333","0,000000","0,000000","0,000000"
P41221,"1,000000","0,750000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000"
P56118,"1,000000","0,333333","1,000000","1,000000","0,166667","1,000000","0,250000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","0,333333","0,666667","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,142857","0,500000","1,000000","0,500000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","0,166667","0,666667","1,000000","0,333333","1,000000","1,000000","0,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,500000","1,000000","0,000000","0,500000","0,250000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,000000"
P48107,"0,750000","0,200000","0,250000","1,000000","0,333333","0,250000","0,500000","1,000000","1,000000","0,666667","1,000000","1,000000","0,500000","1,000000","0,250000","1,000000","1,000000","0,250000","1,000000","1,000000","1,000000","1,000000","1,000000","0,333333","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,500000","1,000000","1,000000","1,000000","0,333333","1,000000","0,500000","1,000000","1,000000","0,500000","1,000000","0,000000"
P37469,"1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","0,400000","1,000000","0,666667","0,333333","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","0,250000","1,000000","0,500000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","0,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,000000","0,500000","0,200000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,000000"
P34279,"1,000000","0,333333","0,200000","0,500000","0,200000","0,500000","0,166667","0,200000","0,500000","0,400000","0,200000","0,500000","1,000000","0,333333","0,666667","0,333333","0,500000","0,200000","1,000000","0,500000","1,000000","0,333333","0,333333","1,000000","1,000000","0,090909","1,000000","1,000000","0,500000","0,500000","0,500000","0,500000","0,500000","0,000000","0,000000","1,000000","0,250000","0,333333","1,000000","0,500000","0,333333","0,500000","0,200000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","0,500000","0,000000","0,333333","0,200000","0,000000","0,500000","0,166667","1,000000","1,000000","0,500000","0,000000","1,000000","0,400000","1,000000","1,000000","1,000000","0,200000","1,000000","0,500000","0,500000","0,000000","0,500000","0,000000"
P81629,"1,000000","0,500000","1,000000","0,333333","0,500000","0,333333","0,500000","0,333333","0,000000","1,000000","1,000000","1,000000","0,000000","0,500000","1,000000","1,000000","0,666667","0,500000","1,000000","1,000000","0,000000","1,000000","0,250000","1,000000","0,333333","1,000000","0,500000","0,500000","1,000000","0,500000","1,000000","0,500000","1,000000","0,000000","0,000000","1,000000","1,000000","0,250000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,500000","0,333333","1,000000","1,000000","0,250000","0,000000","1,000000","1,000000","1,000000","0,500000","0,500000","1,000000","0,500000","1,000000","1,000000","0,000000","1,000000","0,000000"
P61634,"0,500000","0,666667","0,500000","1,000000","0,200000","0,052632","0,333333","1,000000","1,000000","0,666667","1,000000","1,000000","1,000000","0,333333","1,000000","0,500000","0,500000","1,000000","1,000000","1,000000","0,000000","1,000000","0,250000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","0,666667","1,000000","1,000000","0,000000","1,000000","0,250000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,500000","0,000000","1,000000","0,333333","1,000000","1,000000","1,000000","0,000000","1,000000","0,600000","1,000000","1,000000","1,000000","0,500000","1,000000","0,333333","0,500000","0,000000","1,000000","0,000000"
P37500,"1,000000","1,000000","1,000000","1,000000","0,200000","1,000000","0,500000","0,500000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","0,500000","1,000000","0,500000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","0,333333","1,000000","1,000000","0,000000"
P59539,"1,000000","0,200000","1,000000","1,000000","0,142857","0,142857","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,250000","1,000000","0,333333","0,333333","1,000000","0,166667","0,333333","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","0,000000","1,000000","1,000000","1,000000","1,000000","0,166667","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,500000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,500000","0,000000","1,000000","1,000000","1,000000","1,000000","0,250000","0,500000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000"
P59875,"1,000000","1,000000","0,333333","1,000000","0,500000","1,000000","0,250000","0,500000","0,000000","1,000000","1,000000","1,000000","0,500000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,142857","1,000000","0,500000","1,000000","1,000000","1,000000","0,333333","0,500000","1,000000","0,000000","1,000000","1,000000","0,250000","1,000000","1,000000","1,000000","0,500000","1,000000","0,000000","1,000000","0,333333","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,500000","0,000000","1,000000","0,000000"
P97156,"0,833333","0,333333","0,250000","0,500000","0,333333","0,142857","0,111111","1,000000","0,000000","0,166667","0,500000","1,000000","0,250000","0,166667","1,000000","0,333333","0,666667","0,375000","0,500000","1,000000","0,000000","0,500000","0,333333","0,166667","0,500000","0,250000","0,090909","0,250000","1,000000","1,000000","0,500000","0,500000","0,000000","0,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,250000","0,500000","0,500000","0,666667","0,500000","0,250000","0,200000","0,333333","0,500000","0,500000","0,000000","0,333333","0,200000","0,000000","0,142857","0,285714","1,000000","1,000000","1,000000","0,000000","0,500000","0,285714","1,000000","1,000000","0,500000","0,500000","1,000000","0,666667","0,333333","0,000000","0,500000","0,000000"
